code,long_name_en,long_name_tr,long_name_tr_source,component,unit_default,scale_typ
65100-0,Does your child join in playing games with other children easily [CAST],,,Does your child join in playing games with other children easily,,Ord
65101-8,Does your child come up to you spontaneously for a chat [CAST],,,Does your child come up to you spontaneously for a chat,,Ord
6510-2,Human papilloma virus Ab [Presence] in Genital specimen by Immunoassay,Human papilloma virüsü Ab:MevcEşik:Zmlı:Genital:Srl:İA,composed,Human papilloma virus Ab,,Ord
65102-6,Was your child speaking by 2 years old [CAST],,,Was your child speaking by 2Y old,,Ord
65103-4,Does your child enjoy sports [CAST],,,Does your child enjoy sports,,Ord
65104-2,Is it important to your child to fit in with the peer group [CAST],,,Is it important to your child to fit in with the peer group,,Ord
65105-9,Does your child appear to notice unusual details that others miss [CAST],,,Does your child appear to notice unusual details that others miss,,Ord
65106-7,Does your child tend to take things literally [CAST],,,Does your child tend to take things literally,,Ord
65107-5,"When your child was 3Y old, did your child spend a lot of time pretending, play-acting being a superhero, or holding teddy's tea parties [CAST]",,,"When your child was 3Y old, did your child spend a lot of time pretending, play-acting being a superhero, or holding teddy's tea parties",,Ord
65108-3,"Does your child like to do things over and over again, in the same way all the time [CAST]",,,"Does your child like to do things over and over again, in the same way all the time",,Ord
65109-1,Does your child find it easy to interact with other children [CAST],,,Does your child find it easy to interact with other children,,Ord
6511-0,Human papilloma virus Ab [Presence] in Genital specimen by Immunoblot,Human papilloma virüsü Ab:MevcEşik:Zmlı:Genital:Srl:IB,composed,Human papilloma virus Ab,,Ord
65110-9,Can your child keep a two-way conversation going [CAST],,,Can your child keep a two-way conversation going,,Ord
65111-7,Can your child read appropriately for his or her age [CAST],,,Can your child read appropriately for his or her age,,Ord
65112-5,Does your child mostly have the same interests as his or her peers [CAST],,,Does your child mostly have the same interests as his or her peers,,Ord
65113-3,Does your child have an interest which takes up so much time that he or she does little else [CAST],,,Does your child have an interest which takes up so much time that he or she does little else,,Ord
65114-1,"Does your child have friends, rather than just acquaintances [CAST]",,,"Does your child have friends, rather than just acquaintances",,Ord
65115-8,Does your child often bring you things he or she is interested in to show you [CAST],,,Does your child often bring you things he or she is interested in to show you,,Ord
65116-6,Does your child enjoy joking around [CAST],,,Does your child enjoy joking around,,Ord
65117-4,Does your child have difficulty understanding the rules for polite behavior [CAST],,,Does your child have difficulty understanding the rules for polite behavior,,Ord
65118-2,Does your child appear to have an unusual memory for details [CAST],,,Does your child appear to have an unusual memory for details,,Ord
65119-0,"Is your childs voice unusual, overly adult, flat, or very monotonous [CAST]",,,"Is your childs voice unusual, overly adult, flat, or very monotonous",,Ord
65120-8,Are people important to your child [CAST],,,Are people important to your child,,Ord
65121-6,Can your child dress him or herself [CAST],,,Can your child dress him or herself,,Ord
65122-4,Is your child good at turn-taking in conversation [CAST],,,Is your child good at turn-taking in conversation,,Ord
65123-2,"Does your child play imaginatively with other children, and engage in role-play [CAST]",,,"Does your child play imaginatively with other children, and engage in role-play",,Ord
65124-0,Does your child often do or say things that are tactless or socially inappropriate [CAST],,,Does your child often do or say things that are tactless or socially inappropriate,,Ord
65125-7,Can your child count to 50 without leaving out any numbers [CAST],,,Can your child count to 50 without leaving out any numbers,,Ord
65126-5,Does your child make normal eye-contact [CAST],,,Does your child make normal eye-contact,,Ord
65127-3,Does your child have any unusual and repetitive movements [CAST],,,Does your child have any unusual and repetitive movements,,Ord
6512-8,Human papilloma virus Ab [Presence] in Tissue by Immunoassay,Human papilloma virüsü Ab:MevcEşik:Zmlı:Doku:Srl:İA,composed,Human papilloma virus Ab,,Ord
65128-1,Is your childs social behavior very one-sided and always on your childs own terms [CAST],,,Is your childs social behavior very one-sided and always on your childs own terms,,Ord
65129-9,Does your child sometimes say you or your child when he or she means I [CAST],,,Does your child sometimes say you or your child when he or she means I,,Ord
65130-7,"Does your child prefer imaginative activities such as play-acting or story-telling, rather than numbers or lists of facts [CAST]",,,"Does your child prefer imaginative activities such as play-acting or story-telling, rather than numbers or lists of facts",,Ord
65131-5,Does your child sometimes lose the listener because of not explaining what your child is talking about [CAST],,,Does your child sometimes lose the listener because of not explaining what your child is talking about,,Ord
65132-3,"Can your child ride a bicycle, even if with stabilizers [CAST]",,,"Can your child ride a bicycle, even if with stabilizers",,Ord
65133-1,"Does your child try to impose routines on him or herself, or on others, in such a way that it causes problems [CAST]",,,"Does your child try to impose routines on him or herself, or on others, in such a way that it causes problems",,Ord
65134-9,Does your child care how he or she is perceived by the rest of the group [CAST],,,Does your child care how he or she is perceived by the rest of the group,,Ord
65135-6,Does your child often turn conversations to his or her favorite subject rather than following what the other person wants to talk about [CAST],,,Does your child often turn conversations to his or her favorite subject rather than following what the other person wants to talk about,,Ord
6513-6,Human papilloma virus Ab [Presence] in Tissue by Immunoblot,Human papilloma virüsü Ab:MevcEşik:Zmlı:Doku:Srl:IB,composed,Human papilloma virus Ab,,Ord
65136-4,Does your child have odd or unusual phrases [CAST],,,Does your child have odd or unusual phrases,,Ord
65137-2,Have teachers or health visitors ever expressed any concerns about your childs development [CAST],,,Have teachers or health visitors ever expressed any concerns about your childs development,,Ord
65139-8,Teachers or health visitors concerns about your child development [CAST],,,Teachers or health visitors concerns about your child development,,Nom
65140-6,Has your child ever been diagnosed with language delay [CAST],,,Has your child ever been diagnosed with language delay,,Ord
65141-4,"Has your child ever been diagnosed with hyperactivity - attention deficit disorder, ADHD [CAST]",,,"Has your child ever been diagnosed with hyperactivity - attention deficit disorder, ADHD",,Ord
65142-2,Has your child ever been diagnosed with hearing or visual difficulties [CAST],,,Has your child ever been diagnosed with hearing or visual difficulties,,Ord
65143-0,"Has your child ever been diagnosed with autism spectrum condition, including aspergers syndrome [CAST]",,,"Has your child ever been diagnosed with autism spectrum condition, including aspergers syndrome",,Ord
6514-4,Human papilloma virus rRNA [Presence] in Genital specimen by NAA with probe detection,Human papilloma virüsü rRNA:MevcEşik:Zmlı:Genital:Srl:Prob.amf.hdf,composed,Human papilloma virus rRNA,,Ord
65144-8,Has your child ever been diagnosed with a physical disability [CAST],,,Has your child ever been diagnosed with a physical disability,,Ord
65145-5,I see myself as someone who is talkative [BFI],,,I see myself as someone who is talkative,,Ord
65146-3,I see myself as someone who tends to find fault with others [BFI],,,I see myself as someone who tends to find fault with others,,Ord
65147-1,I see myself as someone who does a thorough job [BFI],,,I see myself as someone who does a thorough job,,Ord
65148-9,"I see myself as someone who is depressed, blue [BFI]",,,"I see myself as someone who is depressed, blue",,Ord
65149-7,"I see myself as someone who is original, comes up with new ideas [BFI]",,,"I see myself as someone who is original, comes up with new ideas",,Ord
65150-5,I see myself as someone who is reserved [BFI],,,I see myself as someone who is reserved,,Ord
6515-1,Human papilloma virus rRNA [Presence] in Tissue by NAA with probe detection,Human papilloma virüsü rRNA:MevcEşik:Zmlı:Doku:Srl:Prob.amf.hdf,composed,Human papilloma virus rRNA,,Ord
65151-3,I see myself as someone who is helpful and unselfish with others [BFI],,,I see myself as someone who is helpful and unselfish with others,,Ord
65152-1,I see myself as someone who can be somewhat careless [BFI],,,I see myself as someone who can be somewhat careless,,Ord
65153-9,"I see myself as someone who is relaxed, handles stress well [BFI]",,,"I see myself as someone who is relaxed, handles stress well",,Ord
65154-7,I see myself as someone who is curious about many different things [BFI],,,I see myself as someone who is curious about many different things,,Ord
65155-4,I see myself as someone who is full of energy [BFI],,,I see myself as someone who is full of energy,,Ord
65156-2,I see myself as someone who starts quarrels with others [BFI],,,I see myself as someone who starts quarrels with others,,Ord
65157-0,I see myself as someone who is a reliable worker [BFI],,,I see myself as someone who is a reliable worker,,Ord
65158-8,I see myself as someone who can be tense [BFI],,,I see myself as someone who can be tense,,Ord
65159-6,"I see myself as someone who is ingenious, a deep thinker [BFI]",,,"I see myself as someone who is ingenious, a deep thinker",,Ord
65160-4,I see myself as someone who generates a lot of enthusiasm [BFI],,,I see myself as someone who generates a lot of enthusiasm,,Ord
65161-2,I see myself as someone who has a forgiving nature [BFI],,,I see myself as someone who has a forgiving nature,,Ord
65162-0,I see myself as someone who tends to be disorganized [BFI],,,I see myself as someone who tends to be disorganized,,Ord
65163-8,I see myself as someone who worries a lot [BFI],,,I see myself as someone who worries a lot,,Ord
65164-6,I see myself as someone who has an active imagination [BFI],,,I see myself as someone who has an active imagination,,Ord
65165-3,I see myself as someone who tends to be quiet [BFI],,,I see myself as someone who tends to be quiet,,Ord
65166-1,I see myself as someone who is generally trusting [BFI],,,I see myself as someone who is generally trusting,,Ord
65167-9,I see myself as someone who tends to be lazy [BFI],,,I see myself as someone who tends to be lazy,,Ord
65168-7,"I see myself as someone who is emotionally stable, not easily upset [BFI]",,,"I see myself as someone who is emotionally stable, not easily upset",,Ord
6516-9,Human papilloma virus rRNA [Presence] in Specimen by NAA with probe detection,Human papilloma virüsü rRNA:MevcEşik:Zmlı:XXX:Srl:Prob.amf.hdf,composed,Human papilloma virus rRNA,,Ord
65169-5,I see myself as someone who is inventive [BFI],,,I see myself as someone who is inventive,,Ord
65170-3,I see myself as someone who has an assertive personality [BFI],,,I see myself as someone who has an assertive personality,,Ord
65171-1,I see myself as someone who can be cold and aloof [BFI],,,I see myself as someone who can be cold and aloof,,Ord
65172-9,I see myself as someone who perseveres until the task is finished [BFI],,,I see myself as someone who perseveres until the task is finished,,Ord
65173-7,I see myself as someone who can be moody [BFI],,,I see myself as someone who can be moody,,Ord
65174-5,"I see myself as someone who values artistic, aesthetic experiences [BFI]",,,"I see myself as someone who values artistic, aesthetic experiences",,Ord
65175-2,"I see myself as someone who is sometimes shy, inhibited [BFI]",,,"I see myself as someone who is sometimes shy, inhibited",,Ord
65176-0,"I see myself as someone who is considerate, kind to almost everyone [BFI]",,,"I see myself as someone who is considerate, kind to almost everyone",,Ord
6517-7,Parvovirus B19 IgM Ab [Presence] in Serum by Immunoblot,Parvovirus B19 Ab.IgM:MevcEşik:Zmlı:Ser:Srl:IB,composed,Parvovirus B19 Ab.IgM,,Ord
65177-8,I see myself as someone who does things efficiently [BFI],,,I see myself as someone who does things efficiently,,Ord
65178-6,I see myself as someone who remains calm in tense situations [BFI],,,I see myself as someone who remains calm in tense situations,,Ord
65179-4,I see myself as someone who prefers work that is routine [BFI],,,I see myself as someone who prefers work that is routine,,Ord
65180-2,"I see myself as someone who is outgoing, sociable [BFI]",,,"I see myself as someone who is outgoing, sociable",,Ord
65181-0,I see myself as someone who is sometimes rude to others [BFI],,,I see myself as someone who is sometimes rude to others,,Ord
65182-8,I see myself as someone who makes plans and follows through on them [BFI],,,I see myself as someone who makes plans and follows through on them,,Ord
65183-6,I see myself as someone who gets nervous easily [BFI],,,I see myself as someone who gets nervous easily,,Ord
65184-4,"I see myself as someone who likes to reflect, play with ideas [BFI]",,,"I see myself as someone who likes to reflect, play with ideas",,Ord
6518-5,Pneumocystis jirovecii Ag [Presence] in Serum by Immunofluorescence,Pneumocystis jiroveci Ag:MevcEşik:Zmlı:Ser:Srl:IF,composed,Pneumocystis jirovecii Ag,,Ord
65185-1,I see myself as someone who has few artistic interests [BFI],,,I see myself as someone who has few artistic interests,,Ord
