code,description_tr,description_en,parent_code,is_billable
M90.07,"Kemik tüberkülozu, ayak ve ayak bileği (A18.0†)",,M90.0,true
M90.08,"Kemik tüberkülozu, diğer bölge (A18.0†)",,M90.0,true
M90.09,"Kemik tüberkülozu, bölge tanımlanmamış (A18.0†)",,M90.0,true
M90.1,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda",Periostitis in other infectious diseases classified elsewhere,M90,false
M90.10,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, birden fazla bölgede",,M90.1,true
M90.11,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, omuz bölgesi",,M90.1,true
M90.12,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, üst kol",,M90.1,true
M90.13,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, ön kol",,M90.1,true
M90.14,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, el",,M90.1,true
M90.15,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, pelvik bölge ve uyluk",,M90.1,true
M90.16,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, bacak",,M90.1,true
M90.17,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, ayak ve ayak bileği",,M90.1,true
M90.18,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, diğer bölge",,M90.1,true
M90.19,"Periostit, başka yerde sınıflanmış diğer enfeksiyöz hastalıklarda, bölge tanımlanmamış",,M90.1,true
M90.2,Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati,Osteopathy in other infectious diseases classified elsewhere,M90,false
M90.20,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, çoğul bölge",,M90.2,true
M90.21,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, omuz bölgesi",,M90.2,true
M90.22,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, üst kol",,M90.2,true
M90.23,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, önkol",,M90.2,true
M90.24,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, el",,M90.2,true
M90.25,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, pelvik bölge ve uyluk",,M90.2,true
M90.26,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, alt bacak",,M90.2,true
M90.27,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, ayak bileği ve ayak",,M90.2,true
M90.28,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, diğer bölge",,M90.2,true
M90.29,"Başka yerde sınıflandırılmış diğer enfeksiyöz hastalıklarda osteopati, bölge tanımlanmamış",,M90.2,true
M90.3,Dekompresyon hastalığında osteonekroz (T70.3†),Osteonecrosis in caisson disease,M90,false
M90.30,"Dekompresyon hastalığında osteonekroz, çoğul bölge (T70. 3†)",,M90.3,true
M90.31,"Dekompresyon hastalığında osteonekroz, omuz bölgesi (T70.3†)",,M90.3,true
M90.32,"Dekompresyon hastalığında osteonekroz, üst kol (T70.3†)",,M90.3,true
M90.33,"Dekompresyon hastalığında osteonekroz, önkol (T70.3†)",,M90.3,true
M90.34,"Dekompresyon hastalığında osteonekroz, el (T70.3†)",,M90.3,true
M90.35,"Dekompresyon hastalığında osteonekroz, pelvik bölge ve uyluk (T70.3†)",,M90.3,true
M90.36,"Dekompresyon hastalığında osteonekroz, alt bacak (T70.3†)",,M90.3,true
M90.37,"Dekompresyon hastalığında osteonekroz, ayak bileği ve ayak (T70.3†)",,M90.3,true
M90.38,"Dekompresyon hastalığında osteonekroz, diğer bölge (T70.3†)",,M90.3,true
M90.39,"Dekompresyon hastalığında osteonekroz, bölge tanımlanmamış (T70.3†)",,M90.3,true
M90.4,Hemoglobinopatiye bağlı osteonekroz (D50-D64†),Osteonecrosis due to haemoglobinopathy,M90,false
M90.40,"Hemoglobinopatiye bağlı osteonekroz, çoğul bölge (D50-D64†)",,M90.4,true
M90.41,"Hemoglobinopatiye bağlı osteonekroz, omuz bölgesi (D50-D64†)",,M90.4,true
M90.42,"Hemoglobinopatiye bağlı osteonekroz, üst kol (D50-D64†)",,M90.4,true
M90.43,"Hemoglobinopatiye bağlı osteonekroz, önkol (D50-D64†)",,M90.4,true
M90.44,"Hemoglobinopatiye bağlı osteonekroz (D50-D64†), el",,M90.4,true
M90.45,"Hemoglobinopatiye bağlı osteonekroz, pelvik bölge ve uyluk (D50-D64†)",,M90.4,true
M90.46,"Hemoglobinopatiye bağlı osteonekroz, alt bacak (D50-D64†)",,M90.4,true
M90.47,"Hemoglobinopatiye bağlı osteonekroz, ayak bileği ve ayak (D50-D64†)",,M90.4,true
M90.48,"Hemoglobinopatiye bağlı osteonekroz, diğer bölge (D50-D64†)",,M90.4,true
M90.49,"Hemoglobinopatiye bağlı osteonekroz, bölge tanımlanmamış (D50-D64†)",,M90.4,true
M90.5,Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz,Osteonecrosis in other diseases classified elsewhere,M90,false
M90.50,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, çoğul bölge",,M90.5,true
M90.51,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, omuz bölgesi",,M90.5,true
M90.52,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, üst kol",,M90.5,true
M90.53,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, önkol",,M90.5,true
M90.54,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, el",,M90.5,true
M90.55,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, pelvik bölge ve uyluk",,M90.5,true
M90.56,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, alt bacak",,M90.5,true
M90.57,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, ayak bileği ve ayak",,M90.5,true
M90.58,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, diğer bölge",,M90.5,true
M90.59,"Başka yerde sınıflandırılmış diğer hastalıklarda osteonekroz, bölge tanımlanmamış",,M90.5,true
M90.6,Neoplastik hastalıkta osteitis deformans (C00-D48†),Osteitis deformans in neoplastic disease,M90,false
M90.60,"Neoplastik hastalıkta osteitis deformans, birden fazla bölge (C00-D48†)",,M90.6,true
M90.61,"Neoplastik hastalıkta osteitis deformans, omuz bölgesi (C00-D48†)",,M90.6,true
M90.62,"Neoplastik hastalıkta osteitis deformans, üst kol (C00-D48†)",,M90.6,true
M90.63,"Neoplastik hastalıkta osteitis deformans, önkol (C00-D48†)",,M90.6,true
M90.64,"Neoplastik hastalıkta osteitis deformans, el (C00-D48†)",,M90.6,true
M90.65,"Neoplastik hastalıkta osteitis deformans, pelvik bölge ve uyluk (C00-D48†)",,M90.6,true
M90.66,"Neoplastik hastalıkta osteitis deformans, alt bacak (C00-D48†)",,M90.6,true
M90.67,"Neoplastik hastalıkta osteitis deformans, ayak bileği ve ayak (C00-D48†)",,M90.6,true
M90.68,"Neoplastik hastalıkta osteitis deformans, diğer bölge (C00-D48†)",,M90.6,true
M90.69,"Neoplastik hastalıkta osteitis deformans, bölge tanımlanmamış (C00-D48†)",,M90.6,true
M90.7,Neoplastik hastalıkta kemik kırığı (C00-D48†),Fracture of bone in neoplastic disease,M90,false
M90.70,"Neoplastik hastalıkta kemik kırığı, çoğul bölge (C00-D48†)",,M90.7,true
M90.71,"Neoplastik hastalıkta kemik kırığı, omuz bölgesi (C00-D48†)",,M90.7,true
M90.72,"Neoplastik hastalıkta kemik kırığı, üst kol (C00-D48†)",,M90.7,true
M90.73,"Neoplastik hastalıkta kemik kırığı, önkol (C00-D48†)",,M90.7,true
M90.74,"Neoplastik hastalıkta kemik kırığı, el (C00-D48†)",,M90.7,true
M90.75,"Neoplastik hastalıkta kemik kırığı, pelvik bölge ve uyluk (C00-D48†)",,M90.7,true
M90.76,"Neoplastik hastalıkta kemik kırığı, alt bacak (C00-D48†)",,M90.7,true
M90.77,"Neoplastik hastalıkta kemik kırığı, ayak bileği ve ayak",,M90.7,true
M90.78,"Neoplastik hastalıkta kemik kırığı, diğer bölge",,M90.7,true
M90.79,"Neoplastik hastalıkta kemik kırığı, bölge tanımlanmamış (C00-D48†)",,M90.7,true
M90.8,Başka yerde sınıflandırılmış diğer hastalıklarda osteopati,Osteopathy in other diseases classified elsewhere,M90,false
M90.80,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, çoğul bölge",,M90.8,true
M90.81,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, omuz bölgesi",,M90.8,true
M90.82,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, üst kol",,M90.8,true
M90.83,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, önkol",,M90.8,true
M90.84,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, el",,M90.8,true
M90.85,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, pelvik bölge ve uyluk",,M90.8,true
M90.86,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, alt bacak",,M90.8,true
M90.87,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, ayak bileği ve ayak",,M90.8,true
M90.88,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, diğer bölge",,M90.8,true
M90.89,"Başka yerde sınıflandırılmış diğer hastalıklarda osteopati, bölge tanımlanmamış",,M90.8,true
M91-M94,Kondropatiler,,M00-M99,false
M91,Kalça ve pelvisin jüvenil osteokondrozu,,M91-M94,false
M91.0,Pelvisin jüvenil osteokondrozu,Juvenile osteochondrosis of pelvis,M91,true
M91.1,Femur başının jüvenil osteokondrozu [Legg-Calve-Perthes],Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes],M91,true
M91.2,Koksa plana,Coxa plana,M91,true
M91.3,Psödokoksalji,Pseudocoxalgia,M91,true
M91.8,Kalça ve pelvisin diğer jüvenil osteokondrozisi,Other juvenile osteochondrosis of hip and pelvis,M91,true
M91.9,"Kalça ve pelvisin jüvenil osteokondrozu, tanımlanmamış","Juvenile osteochondrosis of hip and pelvis, unspecified",M91,true
M92,Diğer jüvenil osteokondroz,,M91-M94,false
M92.0,Humerusun jüvenil osteokondrozu,Juvenile osteochondrosis of humerus,M92,true
M92.1,Radius ve ulnanın jüvenil osteokondrozu,Juvenile osteochondrosis of radius and ulna,M92,true
M92.2,Elin jüvenil osteokondrozu,Juvenile osteochondrosis of hand,M92,true
M92.3,Üst ekstremitenin diğer jüvenil osteokondrozu,Other juvenile osteochondrosis of upper limb,M92,true
M92.4,Patellanın jüvenil osteokondrozu,Juvenile osteochondrosis of patella,M92,true
M92.5,Tibia ve fibulanın jüvenil osteokondrozu,Juvenile osteochondrosis of tibia and fibula,M92,true
M92.6,Tarsusun jüvenil osteokondrozu,Juvenile osteochondrosis of tarsus,M92,true
M92.7,Metatarsusun jüvenil osteokondrozu,Juvenile osteochondrosis of metatarsus,M92,true
M92.8,Diğer tanımlanmış jüvenil osteokondroz,Other specified juvenile osteochondrosis,M92,true
M92.9,"Jüvenil osteokondroz, tanımlanmamış","Juvenile osteochondrosis, unspecified",M92,true
M93,Diğer osteokondropatiler,,M91-M94,false
M93.0,Kayan üst femoral epifiz (travmatik olmayan),Slipped upper femoral epiphysis (nontraumatic),M93,true
M93.1,Erişkinde Kienbock hastalığı,Kienbocks disease of adults,M93,true
M93.2,Osteokondrit disekans,Osteochondritis dissecans,M93,false
M93.20,"Osteokondrit disekans, çoğul bölge",,M93.2,true
M93.21,"Osteokondrit disekans, omuz bölgesi",,M93.2,true
M93.22,"Osteokondrit disekans, üst kol",,M93.2,true
M93.23,"Osteokondrit disekans, önkol",,M93.2,true
M93.24,"Osteokondrit disekans, el",,M93.2,true
M93.25,"Osteokondrit disekans, pelvik bölge ve uyluk",,M93.2,true
M93.26,"Osteokondrit disekans, alt bacak",,M93.2,true
M93.27,"Osteokondrit disekans, ayak bileği ve ayak",,M93.2,true
M93.29,"Osteokondrit disekans, bölge tanımlanmamış",,M93.2,true
M93.8,Diğer tanımlanmış osteokondropatiler,Other specified osteochondropathies,M93,true
M93.9,"Osteokondropati, tanımlanmamış","Osteochondropathy, unspecified",M93,true
M94,Kıkırdağın diğer bozuklukları,,M91-M94,false
M94.0,Kondrokostal kavşak sendromu [Tietze],Chondrocostal junction syndrome [Tietze],M94,true
M94.1,Relaps gösteren polikondrit,Relapsing polychondritis,M94,true
M94.2,Kondromalazi,Chondromalacia,M94,false
M94.20,"Kondromalazi, çoğul bölge",,M94.2,true
M94.21,"Kondromalazi, omuz bölgesi",,M94.2,true
M94.22,"Kondromalazi, üst kol",,M94.2,true
M94.23,"Kondromalazi, önkol",,M94.2,true
M94.24,"Kondromalazi, el",,M94.2,true
M94.25,Kondromalazi pelvik bölge ve uyluk,,M94.2,true
M94.26,Kondromalazi alt bacak,,M94.2,true
M94.27,"Kondromalazi, ayak bileği ve ayak",,M94.2,true
M94.28,"Kondromalazi, diğer",,M94.2,true
M94.29,"Kondromalazi, bölge tanımlanmamış",,M94.2,true
M94.3,Kondroliz,Chondrolysis,M94,false
M94.30,"Kondroliz, çoğul bölge",,M94.3,true
M94.31,"Kondroliz, omuz bölgesi",,M94.3,true
M94.32,"Kondroliz, üst kol",,M94.3,true
M94.33,"Kondroliz, önkol",,M94.3,true
M94.34,"Kondroliz, el",,M94.3,true
M94.35,"Kondroliz, pelvik bölge ve uyluk",,M94.3,true
M94.36,"Kondroliz, alt bacak",,M94.3,true
M94.37,"Kondroliz, ayak bileği ve ayak",,M94.3,true
M94.38,"Kondroliz, diğer",,M94.3,true
M94.39,"Kondroliz, bölge tanımlanmamış",,M94.3,true
M94.8,Kıkırdağın diğer tanımlanmış bozuklukları,Other specified disorders of cartilage,M94,false
M94.80,"Kıkırdağın diğer tanımlanmış bozuklukları, çoğul bölge",,M94.8,true
M94.81,"Kıkırdağın diğer tanımlanmış bozuklukları, omuz bölgesi",,M94.8,true
M94.82,"Kıkırdağın diğer tanımlanmış bozuklukları, üst kol",,M94.8,true
M94.83,"Kıkırdağın diğer tanımlanmış bozuklukları, önkol",,M94.8,true
M94.84,"Kıkırdağın diğer tanımlanmış bozuklukları, el",,M94.8,true
M94.85,"Kıkırdağın diğer tanımlanmış bozuklukları, pelvik bölge ve uyluk",,M94.8,true
M94.86,"Kıkırdağın diğer tanımlanmış bozuklukları, alt bacak",,M94.8,true
M94.87,"Kıkırdağın diğer tanımlanmış bozuklukları, ayak bileği ve ayak",,M94.8,true
M94.88,"Kıkırdağın diğer tanımlanmış bozuklukları, diğer",,M94.8,true
M94.89,"Kıkırdağın diğer tanımlanmış bozuklukları, bölge tanımlanmamış",,M94.8,true
M94.9,Kıkırdağın tanımlanmamış bozukluğu,"Disorder of cartilage, unspecified",M94,false
M94.90,"Kıkırdağın tanımlanmamış bozukluğu, çoğul bölge",,M94.9,true
M94.91,"Kıkırdağın tanımlanmamış bozukluğu, omuz bölgesi",,M94.9,true
M94.92,"Kıkırdağın tanımlanmamış bozukluğu, üst kol",,M94.9,true
M94.93,"Kıkırdağın tanımlanmamış bozukluğu, önkol",,M94.9,true
M94.94,"Kıkırdağın tanımlanmamış bozukluğu, el",,M94.9,true
M94.95,"Kıkırdağın tanımlanmamış bozukluğu, pelvik bölge ve uyluk",,M94.9,true
M94.96,"Kıkırdağın tanımlanmamış bozukluğu, alt bacak",,M94.9,true
M94.97,"Kıkırdağın tanımlanmamış bozukluğu, ayak bileği ve ayak",,M94.9,true
M94.98,"Kıkırdağın tanımlanmamış bozukluğu, diğer bölge",,M94.9,true
M94.99,"Kıkırdağın tanımlanmamış bozukluğu, bölge tanımlanmamış",,M94.9,true
M95-M99,Kas iskelet sistemi ve bağ dokusunun diğer bozuklukları,,M00-M99,false
M95,Kas iskelet sistemi ve bağ dokusunun diğer edinsel deformiteleri,,M95-M99,false
M95.0,Burnun edinsel deformitesi,Acquired deformity of nose,M95,true
M95.1,Karnıbahar kulak,Cauliflower ear,M95,true
M95.2,Başın diğer edinsel deformitesi,Other acquired deformity of head,M95,true
M95.3,Boynun edinsel deformitesi,Acquired deformity of neck,M95,true
M95.4,Göğüs ve kostanın edinsel deformitesi,Acquired deformity of chest and rib,M95,true
M95.5,Pelvisin edinsel deformitesi,Acquired deformity of pelvis,M95,true
M95.8,Kas iskelet sisteminin diğer tanımlanmış edinsel deformiteleri,Other specified acquired deformities of musculoskeletal system,M95,true
M95.9,"Kas iskelet sisteminin edinsel deformitesi, tanımlanmamış","Acquired deformity of musculoskeletal system, unspecified",M95,true
M96,"Kas iskelet sisteminin girişim sonrası bozuklukları, başka yerde sınıflandırılmamış",,M95-M99,false
M96.0,Füzyon veya artrodez sonrası psödoartroz,Pseudarthrosis after fusion or arthrodesis,M96,true
M96.1,"Postlaminektomi sendromu, başka yerde sınıflandırılmamış","Postlaminectomy syndrome, not elsewhere classified",M96,true
M96.2,Postradyasyon kifozu,Postradiation kyphosis,M96,true
M96.3,Postlaminektomi kifozu,Postlaminectomy kyphosis,M96,true
M96.4,Girişim sonrası lordoz,Postsurgical lordosis,M96,true
M96.5,Postradyasyon skolyozu,Postradiation scoliosis,M96,true
M96.6,"Ortopedik implant, eklem protezi veya kemik plağı takılmasını takiben kemik kırığı","Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate",M96,true
M96.8,Girişim sonrası diğer kas iskelet bozuklukları,Other postprocedural musculoskeletal disorders,M96,true
M96.9,"Girişim sonrası kas iskelet bozukluğu, tanımlanmamış","Postprocedural musculoskeletal disorder, unspecified",M96,true
M99,"Biyomekanik lezyonlar, başka yerde sınıflandırılmamış",,M95-M99,false
M99.0,Segmental ve somatik disfonksiyon,Segmental and somatic dysfunction,M99,true
M99.1,Subluksasyon kompleksi (vertebral),Subluxation complex (vertebral),M99,true
M99.2,Nöral kanalın subluksasyon stenozu,Subluxation stenosis of neural canal,M99,true
M99.3,Nöral kanalın osseöz stenozu,Osseous stenosis of neural canal,M99,true
M99.4,Nöral kanalın bağ dokusu stenozu,Connective tissue stenosis of neural canal,M99,true
M99.5,Nöral kanalın intervertebral disk stenozu,Intervertebral disc stenosis of neural canal,M99,true
M99.6,İntervertebral foraminanın osseöz ve subluksasyon stenozu,Osseous and subluxation stenosis of intervertebral foramina,M99,true
M99.7,İntervertebral foraminanın bağ dokusu ve disk stenozu,Connective tissue and disc stenosis of intervertebral foramina,M99,true
M99.8,Diğer biyomekanik lezyonlar,Other biomechanical lesions,M99,true
M99.9,Tanımlanmamış biyomekanik lezyon,"Biomechanical lesion, unspecified",M99,true
N00-N99,Genitoüriner sistem hastalıkları,,,false
N00-N08,Glomerüler hastalıklar,,N00-N99,false
N00,Akut nefritik sendrom,,N00-N08,false
N00.0,"Akut nefritik sendrom, minör glomerüler anormallik","Acute nephritic syndrome, minor glomerular abnormality",N00,true
N00.1,"Akut nefritik sendrom, fokal ve segmental glomerüler lezyonlar","Acute nephritic syndrome, focal and segmental glomerular lesions",N00,true
N00.2,"Akut nefritik sendrom, diffüz membranöz glomerülonefrit","Acute nephritic syndrome, diffuse membranous glomerulonephritis",N00,true
N00.3,"Akut nefritik sendrom, diffüz mezenşiyal proliferatif glomerülonefrit","Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",N00,true
N00.4,"Akut nefritik sendrom, diffüz endokapiller proliferatif glomerülonefrit","Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",N00,true
N00.5,"Akut nefritik sendrom, diffüz mezenşiyokapiller glomerülonefrit","Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",N00,true
N00.6,"Akut nefritik sendrom, yoğun depozit hastalığı","Acute nephritic syndrome, dense deposit disease",N00,true
N00.7,"Akut nefritik sendrom, diffüz kresentik glomerülonefrit","Acute nephritic syndrome, diffuse crescentic glomerulonephritis",N00,true
N00.8,"Akut nefritik sendrom, diğer","Acute nephritic syndrome, other",N00,true
N00.9,"Akut nefritik sendrom, tanımlanmamış","Acute nephritic syndrome, unspecified",N00,true
N01,Hızlı progresif nefritik sendrom,,N00-N08,false
N01.0,"Hızlı progresif nefritik sendrom, minör glomerüler anormallik","Rapidly progressive nephritic syndrome, minor glomerular abnormality",N01,true
N01.1,"Hızlı progresif nefritik sendrom, fokal ve segmental glomerüler lezyonlar","Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions",N01,true
N01.2,"Hızlı progresif nefritik sendrom, diffüz membranöz glomerülonefrit","Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis",N01,true
N01.3,"Hızlı progresif nefritik sendrom, diffüz mezenşiyal proliferatif glomerülonefrit","Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",N01,true
