atc_code,description_en,description_tr,description_tr_source
J05AR12,lamivudine and tenofovir disoproxil,lamivudin ve tenofovir disoproksil,llm
J05AR13,"lamivudine, abacavir and dolutegravir",dolutegravir sodyum/abakavir sülfat/lamivudin,titck
J05AR14,darunavir and cobicistat,darunavir ve kobisistat,llm
J05AR15,atazanavir and cobicistat,atazanavir ve kobisistat,llm
J05AR16,lamivudine and raltegravir,lamivudin ve raltegravir,llm
J05AR17,emtricitabine and tenofovir alafenamide,"emtrisitabin,tenofovir alafenamid fumarat",titck
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat","elvitegravir,kobisistat, emtrisitabin, tenofovir alafenamid",titck
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine",emtrisitabin/rilpivirin hidroklorür/tenofovir alafenamid fumarat,titck
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",biktegravir sodyum / emtrisitabin / tenofovir alefenamid fumarat,titck
J05AR21,dolutegravir and rilpivirine,dolutegravir sodyum / rilpivirin hidroklorür,titck
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat","emtrisitabin, tenofovir alafenamid, darunavir ve kobisistat",llm
J05AR23,atazanavir and ritonavir,atazanavir ve ritonavir,llm
J05AR24,"lamivudine, tenofovir disoproxil and doravirine","lamivudin, tenofovir disoproksil ve doravirin",llm
J05AR25,lamivudine and dolutegravir,"dolutegravir sodyum, lamivudin",titck
J05AR26,darunavir and ritonavir,darunavir ve ritonavir,llm
J05AR27,"lamivudine, tenofovir disoproxil and dolutegravir","lamivudin, tenofovir disoproksil ve dolutegravir",llm
J05AR28,stavudine and lamivudine,stavudin ve lamivudin,llm
J05AR29,"emtricitabine, tenofovir alafenamide and dolutegravir","emtrisitabin, tenofovir alafenamid ve dolutegravir",llm
J05AX01,moroxydine,moroksidin,llm
J05AX02,lysozyme,lizozim,llm
J05AX05,inosine pranobex,inosin pranobeks,titck
J05AX06,pleconaril,plekonaril,llm
J05AX07,enfuvirtide,enfuvirtid,llm
J05AX09,maraviroc,maravirok,titck
J05AX10,maribavir,maribavir,titck
J05AX13,umifenovir,umifenovir,llm
J05AX17,enisamium iodide,enisamyum iyodür,llm
J05AX18,letermovir,letermovir,titck
J05AX19,tilorone,tiloron,llm
J05AX21,pentanedioic acid imidazolyl ethanamide,pentanedioik asit imidazolil etanamid,llm
J05AX23,ibalizumab,ibalizumab,llm
J05AX24,tecovirimat,tekovirimat,llm
J05AX25,baloxavir marboxil,baloksavir marboksil,titck
J05AX26,amenamevir,amenamevir,llm
J05AX27,favipiravir,favipiravir,titck
J05AX28,bulevirtide,bulevirtid,llm
J05AX29,fostemsavir,fostemsavir,llm
J05AX31,lenacapavir,lenakapavir sodyum,titck
J05AX32,riamilovir,riamilovir,llm
J05AX33,labuvirtide,labuvirtid,llm
J06AA01,diphtheria antitoxin,difteri antitoksini,llm
J06AA02,tetanus antitoxin,tetanoz antitoksini,llm
J06AA03,snake venom antiserum,"macrovipera lebetina yilan venomunakarşi i̇mmünoglobuli̇n f(ab')2 fragmanlari(at kökenli̇), montivipera xanthina yilanvenomuna karşi i̇mmünoglobuli̇n f(ab')2fragmanlari (at kökenli̇), vipera ammodytes yilan venomuna karşini̇mmünoglobuli̇n f(ab')2 fragmanlari (atkökenli̇)",titck
J06AA04,botulinum antitoxin,botulinum antitoksini,llm
J06AA05,gas-gangrene sera,gaz gangren serumları,llm
J06AA06,rabies serum,kuduz serumu,llm
J06BA01,"immunoglobulins, normal human, for extravascular adm.",insan normal immünoglobulini,titck
J06BA02,"immunoglobulins, normal human, for intravascular adm.","immunoglobulins, normal human, for intravascular adm.",titck
J06BB01,anti-D (rh) immunoglobulin,anti-d (rh) immunoglobulin,titck
J06BB02,tetanus immunoglobulin,insan tetanoz immunoglobulini,titck
J06BB03,varicella/zoster immunoglobulin,varisella/zoster immünoglobulini,llm
J06BB04,hepatitis B immunoglobulin,hepatitis b immunoglobulin,titck
J06BB05,rabies immunoglobulin,antikuduz immunoglobulin f(ab)2 fragmenti (at kökenli),titck
J06BB06,rubella immunoglobulin,rubella immünoglobulini,llm
J06BB07,vaccinia immunoglobulin,vaksinia immünoglobulini,llm
J06BB08,staphylococcus immunoglobulin,stafilokok immünoglobulini,llm
J06BB09,cytomegalovirus immunoglobulin,insan sitomegalovirüs immunoglobulini,titck
J06BB10,diphtheria immunoglobulin,difteri immünoglobulini,llm
J06BB11,hepatitis A immunoglobulin,hepatit A immünoglobulini,llm
J06BB12,"encephalitis, tick borne immunoglobulin","ensefalit, kene kaynaklı immünoglobulin",llm
J06BB13,pertussis immunoglobulin,boğmaca immünoglobulini,llm
J06BB14,measles immunoglobulin,kızamık immünoglobulini,llm
J06BB15,mumps immunoglobulin,kabakulak immünoglobulini,llm
J06BB19,anthrax immunoglobulin,antraks immünoglobulini,llm
J06BB30,combinations,kombinasyonlar,llm
J06BC01,nebacumab,nebakumab,llm
J06BC02,raxibacumab,raksibakumab,llm
J06BC03,bezlotoxumab,bezlotoksumab,llm
J06BC04,obiltoxaximab,obiltoksaksimab,llm
J06BD01,palivizumab,palivizumab,titck
J06BD02,motavizumab,motavizumab,llm
J06BD03,tixagevimab and cilgavimab,tiksagevimab ve silgavimab,llm
J06BD04,ansuvimab,ansuvimab,llm
J06BD05,sotrovimab,sotrovimab,llm
J06BD06,regdanvimab,regdanvimab,llm
J06BD07,casirivimab and imdevimab,kasirivimab ve imdevimab,llm
J06BD08,nirsevimab,nirsevimab,titck
J06BD09,sipavibart,sipavibart,llm
J06BD10,clesrovimab,klesrovimab,llm
J06BD11,libevitug,libevitug,llm
J07AC01,anthrax antigen,antraks antijeni,llm
J07AD01,brucella antigen,brusella antijeni,llm
J07AE01,"cholera, inactivated, whole cell","kolera, inaktif, tüm hücre",llm
J07AE02,"cholera, live attenuated","kolera, canlı atenüe",llm
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell","kolera, tifo aşısı ile kombinasyonlar, inaktif, tüm hücre",llm
J07AF01,diphtheria toxoid,difteri toksoidi,llm
J07AG01,"haemophilus influenzae B, purified antigen conjugated",haemophilus influenza tip b polisakkarit (tetanoz proteini ile bir arada),titck
J07AG51,"haemophilus influenzae B, combinations with toxoids","haemophilus influenzae B, toksoidlerle kombinasyonlar",llm
J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids","haemophilus influenzae B, boğmaca ve toksoidlerle kombinasyonlar",llm
J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated","haemophilus influenzae B, meningokok C ile kombinasyonlar, konjuge",llm
J07AG54,"haemophilus influenza B, combinations with meningococcus C,Y, conjugated","haemophilus influenzae B, meningokok C,Y ile kombinasyonlar, konjuge",llm
J07AH01,"meningococcus A, purified polysaccharides antigen","meningokok A, saflaştırılmış polisakkarit antijeni",llm
J07AH02,other meningococcal monovalent purified polysaccharides antigen,diğer meningokokal monovalan saflaştırılmış polisakkarit antijeni,llm
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen","meningokok A,C, bivalan saflaştırılmış polisakkarit antijeni",llm
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen","meningokokal a,c,w135 ve y gruplarinin saflaştirilmiş polisakkaritleri",titck
J07AH05,other meningococcal polyvalent purified polysaccharides antigen,diğer meningokokal polivalan saflaştırılmış polisakkarit antijeni,llm
J07AH06,"meningococcus B, outer membrane vesicle vaccine","meningokok B, dış membran vezikül aşısı",llm
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated","meningokok C, saflaştırılmış polisakkarit antijeni konjuge",llm
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated","meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen conjugated",titck
J07AH09,"meningococcus B, multicomponent vaccine",neisseria meningitidis serogrup b rekombinant lp2086 (mnb rlp2086) alt familya a proteini + neisseria meningitidis serogrup b rekombinant lp2086 (mnb rlp2086) alt familya b proteini,titck
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated","meningokok A, saflaştırılmış polisakkarit antijeni konjuge",llm
J07AH11,"meningococcus A,B,C,Y,W-135, pentavalent purified polysaccharides antigen conjugated and factor H binding protein","meningokok A,B,C,Y,W-135, pentavalan saflaştırılmış polisakkarit antijeni konjuge ve faktör H bağlayıcı protein",llm
J07AJ01,"pertussis, inactivated, whole cell","boğmaca, inaktif, tüm hücre",llm
J07AJ02,"pertussis, purified antigen","boğmaca, saflaştırılmış antijen",llm
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids","boğmaca, inaktif, tüm hücre, toksoidlerle kombinasyonlar",llm
J07AJ52,"pertussis, purified antigen, combinations with toxoids","difteri toksoidi, tetanoz toksoidi, bordetella pertussis antijenleri: pertussis toksoidi, filamentöz hemaglutinin, pertaktin",titck
J07AK01,"plague, inactivated, whole cell","veba, inaktif, tüm hücre",llm
J07AL01,"pneumococcus, purified polysaccharides antigen","23 pnomokok serotipleri: 1, 2, 3, 4, 5, 6b, 7f, 8, 9n, 9v, 10a, lla, 12f, 14, 15b, 17f, 18c, 19f, 19a, 20, 22f, 23f ve 33f",titck
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated","15 pnömokok polisakkarit serotipi: 1, 3, 4, 5, 6a, 6b,7f, 9v, 14, 18c, 19f, 19a, 22f, 23f, 33f",titck
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated","pnömokok saflaştırılmış polisakkarit antijeni ve haemophilus influenzae, konjuge",llm
J07AM01,tetanus toxoid,aritilmiş tetanoz toksoidi (alüminyum hidroksite adsorbe),titck
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid","pürifiye tetanoz toksoidi, pürifiye difteri toksoidi",titck
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin","tetanoz toksoidi, tetanoz immünoglobulini ile kombinasyonlar",llm
J07AN01,"tuberculosis, live attenuated","tuberculosis, live attenuated",titck
J07AP01,"typhoid, oral, live attenuated","tifo, oral, canlı atenüe",llm
J07AP02,"typhoid, inactivated, whole cell","tifo, inaktif, tüm hücre",llm
J07AP03,"typhoid, purified polysaccharide antigen",salmonella typhi'nin polisakkaritleri,titck
J07AP10,"typhoid, combinations with paratyphi types","tifo, paratifo tipleriyle kombinasyonlar",llm
J07AR01,"typhus exanthematicus, inactivated, whole cell","tifüs eksantematikus, inaktif, tüm hücre",llm
J07AX01,leptospira vaccines,leptospira aşıları,llm
J07BA01,"encephalitis, tick borne, inactivated, whole virus","ensefalit, kene kaynaklı, inaktif, tüm virüs",llm
J07BA02,"encephalitis, Japanese, inactivated, whole virus","ensefalit, Japon, inaktif, tüm virüs",llm
J07BA03,"encephalitis, Japanese, live attenuated","ensefalit, Japon, canlı atenüe",llm
J07BB01,"influenza, inactivated, whole virus","influenza virüsü yüzey antijeni (inaktif, virozom)",titck
J07BB02,"influenza, inactivated, split virus or surface antigen","1)a/california/7/2009 (h1n1)pdm09 - (a/california7/2009, nymc x- 179a) benzeri suş 2)a/texas/50/2012 (h3n2) - (a/texas/50/2012, nymc x223a) benzeri suş 3)b/massachusetts/2/2012(yamagata soyu) 4) b/brisbane/60/2008 (victoria soyu)",titck
J07BB03,"influenza, live attenuated","influenza, canlı atenüe",llm
J07BB04,"influenza, virus like particles","influenza, virüs benzeri partiküller",llm
J07BB05,"influenza, RNA-based vaccine","influenza, RNA bazlı aşı",llm
J07BB55,"influenza and covid-19, RNA-based vaccine","influenza ve covid-19, RNA bazlı aşı",llm
J07BC01,"hepatitis B, purified antigen",saflaştirilmiş hepatit b yüzey antijeni,titck
J07BC02,"hepatitis A, inactivated, whole virus",i̇naktive hepatit a virüs antijeni,titck
J07BC20,combinations,inaktif hepatit a virüsü ve hepatit 8 yüzey antijeni (hbsag),titck
J07BD01,"measles, live attenuated",canli atenüe kizamik virüsü,titck
J07BD51,"measles, combinations with mumps, live attenuated","kızamık, kabakulak ile kombinasyonlar, canlı atenüe",llm
J07BD52,"measles, combinations with mumps and rubella, live attenuated","canli atenüe kizamik virüsü (schwarz suşu), canli atenüe kabakulak virüsü (rit 4385 suşu), canli atenüe kizamikçik virüsü (wistar ra 27/3 suşu)",titck
J07BD53,"measles, combinations with rubella, live attenuated","kızamık, kızamıkçık ile kombinasyonlar, canlı atenüe",llm
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated","kizamik virüsü enders edmonston suşu (canli, atenüe) kabakulak virüsü jeryl lynn (b düzeyi) suşu (canli, atenüe) kizamikçik virüsü wistar ra 27/3 suşu (canli, atenüe) su çiçeği virüsü oka/merck suşu (canli, atenüe)",titck
J07BE01,"mumps, live attenuated","kabakulak, canlı atenüe",llm
J07BF01,"poliomyelitis oral, monovalent, live attenuated","poliomiyelit oral, monovalan, canlı atenüe",llm
J07BF02,"poliomyelitis oral, trivalent, live attenuated","poliomiyelit oral, trivalan, canlı atenüe",llm
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus","poliomiyelit, trivalan, inaktif, tüm virüs",llm
J07BF04,"poliomyelitis oral, bivalent, live attenuated","poliomiyelit oral, bivalan, canlı atenüe",llm
J07BG01,"rabies, inactivated, whole virus","aritilmiş propiolakton ile inaktive edilmiş, vero hücresi, pitman moore suşu kuduz virüs antijeni",titck
J07BH01,"rota virus, live attenuated",insan rotavirüs r1x4414 canli atenüe suşu,titck
J07BH02,"rota virus, pentavalent, live, reassorted","pentavalan rotaviriis serotipleri[gl,g2,g3,g4,p1(8)]",titck
J07BJ01,"rubella, live attenuated","rubella, live attenuated",titck
J07BJ51,"rubella, combinations with mumps, live attenuated","kızamıkçık, kabakulak ile kombinasyonlar, canlı atenüe",llm
J07BK01,"varicella, live attenuated","canlı, atenüe varisella zoster (su çiçeği) virüsü (mav/06 suşu)",titck
J07BK02,"zoster, live attenuated","zoster, canlı atenüe",llm
J07BK03,"zoster, purified antigen",varisella zoster virüsü glikoprotein e antijeni,titck
J07BL01,"yellow fever, live attenuated","atenüe sarihumma virüsü, 17 d suşu",titck
J07BM01,"papillomavirus (human types 6, 11, 16, 18)","kuadrivalan human papillomavirüs (tip 6, 11, 16, 18)",titck
J07BM02,"papillomavirus (human types 16, 18)",human papillomavirus (tip 16 ve 18 l1 proteinleri),titck
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)","9-valan insan papillomavirüs tipleri [tip 6, 11, 16, 18, 31, 33, 45, 52, 58] (rekombinant, adsorbe)",titck
J07BN01,"covid-19, RNA-based vaccine",andusomeran,titck
J07BN02,"covid-19, viral vector, non-replicating","covid-19, viral vektör, replike olmayan",llm
J07BN03,"covid-19, inactivated virus",i̇naktif sars-cov-2 virüs (hcov-19/turkey/eragem-001/2020 suşu) antijeni,titck
J07BN04,"covid-19, protein subunit","covid-19, protein alt birim",llm
J07BN05,"covid-19, virus-like particles","covid-19, virüs benzeri partiküller",llm
J07BP01,"chikungunya, live attenuated","chikungunya, canlı atenüe",llm
J07BP02,"chikungunya, virus-like particles","chikungunya, virüs benzeri partiküller",llm
J07BX01,smallpox and mpox vaccines,çiçek ve mpox aşıları,llm
J07BX02,ebola vaccines,ebola aşıları,llm
J07BX04,dengue virus vaccines,dengue virüsü aşıları,llm
J07BX05,respiratory syncytial virus vaccines,rekombinant rsv glikoprotein f antijeni (rsvpref3),titck
J07BX06,enterovirus 71 vaccines,enterovirüs 71 aşıları,llm
J07CA01,diphtheria-poliomyelitis-tetanus,difteri-poliomiyelit-tetanoz,llm
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,"difteri toksoidi, tetanoz toksoidi, bordetella pertussis antijenleri: pertussis toksoidi, filamentöz hemaglutinin,pertaktin inaktif poliovirüs",titck
J07CA03,diphtheria-rubella-tetanus,difteri-kızamıkçık-tetanoz,llm
J07CA04,haemophilus influenzae B and poliomyelitis,haemophilus influenzae B ve poliomiyelit,llm
J07CA05,diphtheria-hepatitis B-pertussis-tetanus,difteri-hepatit B-boğmaca-tetanoz,llm
J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,"difteri toksoidi (dt), tetanoz toksoidi (tt), bordetella pertussis antijenleri (pertussis toksoidi (pt), filamentöz hemaglutinin (fha), pertaktin (prn)), hepatit b virüs yüzey antijeni, i̇naktif polio virüs tip 1 (mahoney suşu), i̇naktif polio virüs tip 2 (mef-1 suşu), i̇naktif polio virüs tip 3 (saukett suşu), konjuge haemophilus influenza tip b polisakkarid (prp) (poliribosilribitol fosfat), taşıyıcı protein olarak tetanoz toksoidi",titck
J07CA07,diphtheria-hepatitis B-tetanus,difteri-hepatit B-tetanoz,llm
J07CA08,haemophilus influenzae B and hepatitis B,haemophilus influenzae B ve hepatit B,llm
J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,"difteri toksoidi, tetanoz toksoidi, bordetella pertussis antijenleri: boğmaca toksoidi, filamentöz haemagglutinin, poliovirus (inaktif): tip 1 (mahoney), tip 2 (mef-1), tip 3 (saukett), hepatit b yüzey antijeni, haemophilus influenzae tip b polisakkarid (poliribosilribitol fosfat), tetanoz proteinine konjuge edilmiş olarak",titck
J07CA10,typhoid-hepatitis A,tifo-hepatit A,llm
J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,difteri-haemophilus influenzae B-boğmaca-tetanoz-hepatit B,llm
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,difteri-boğmaca-poliomiyelit-tetanoz-hepatit B,llm
J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,difteri-haemophilus influenzae B-boğmaca-tetanoz-hepatit B-meningokok A + C,llm
J07XA01,malaria vaccines,malarya aşıları,llm
L01AA01,cyclophosphamide,siklofosfamid,titck
L01AA02,chlorambucil,chlorambucil,titck
L01AA03,melphalan,melfalan,titck
L01AA05,chlormethine,klormetin,llm
L01AA06,ifosfamide,ifosfamid,titck
L01AA07,trofosfamide,trofosfamid,llm
L01AA08,prednimustine,prednimustin,llm
L01AA09,bendamustine,bendamustin hidroklorür,titck
L01AA10,melphalan flufenamide,melfalan flufenamid,llm
L01AB01,busulfan,busulfan,titck
L01AB02,treosulfan,treosulfan,titck
L01AB03,mannosulfan,mannosulfan,llm
L01AC01,thiotepa,tiyotepa,titck
L01AC02,triaziquone,triazikuon,llm
L01AC03,carboquone,karbokuon,llm
L01AD01,carmustine,karmustin,titck
L01AD02,lomustine,lomustin,llm
L01AD03,semustine,semustin,llm
L01AD04,streptozocin,streptozosin,llm
L01AD05,fotemustine,fotemustin,llm
L01AD06,nimustine,nimustin,llm
L01AD07,ranimustine,ranimustin,llm
L01AD08,uramustine,uramustin,llm
L01AG01,etoglucid,etoglusid,llm
L01AX01,mitobronitol,mitobronitol,llm
L01AX02,pipobroman,pipobroman,llm
L01AX03,temozolomide,temozolomid,titck
L01AX04,dacarbazine,dakarbazin,titck
L01BA01,methotrexate,metotreksat,titck
L01BA03,raltitrexed,raltitrexed,titck
L01BA04,pemetrexed,pemetrekset disodyum,titck
L01BA05,pralatrexate,pralatreksat,llm
L01BB02,mercaptopurine,mercaptopurine,titck
L01BB03,tioguanine,tioguanin,titck
L01BB04,cladribine,kladribin,titck
L01BB05,fludarabine,fludarabin fosfat,titck
L01BB06,clofarabine,klofarabin,titck
L01BB07,nelarabine,nelarabin,titck
L01BC01,cytarabine,sitarabin,titck
L01BC02,fluorouracil,5-fluorourasil,titck
L01BC03,tegafur,tegafur,llm
L01BC04,carmofur,karmofur,llm
L01BC05,gemcitabine,gemsitabin hidroklorür,titck
L01BC06,capecitabine,kapesitabin,titck
L01BC07,azacitidine,azasitidin,titck
L01BC08,decitabine,desitabin,titck
L01BC09,floxuridine,floksuridin,llm
L01BC52,"fluorouracil, combinations","fluorourasil, kombinasyonlar",llm
L01BC53,"tegafur, combinations","tegafur, kombinasyonlar",llm
L01BC58,"decitabine, combinations","desitabin, kombinasyonlar",llm
L01BC59,"trifluridine, combinations","trifluridin, kombinasyonlar",llm
L01CA01,vinblastine,vinblastin sülfat,titck
L01CA02,vincristine,vincristine,titck
L01CA03,vindesine,vindesin,llm
L01CA04,vinorelbine,vinorelbin tartarat,titck
L01CA05,vinflunine,vinflunin ditartarat,titck
L01CA06,vintafolide,vintafolid,llm
L01CB01,etoposide,etoposid,titck
L01CB02,teniposide,tenipozid,llm
L01CC01,demecolcine,demekolsin,llm
L01CD01,paclitaxel,paklitaksel,titck
L01CD02,docetaxel,dosetaksel,titck
L01CD03,paclitaxel poliglumex,paklitaksel poliglumeks,llm
L01CD04,cabazitaxel,kabazitaksel,titck
L01CD51,paclitaxel and encequidar,paklitaksel ve enkekuidar,llm
L01CE01,topotecan,topotekan,titck
L01CE02,irinotecan,irinotekan hidroklorür trihidrat,titck
L01CE03,etirinotecan pegol,etirinotekan pegol,llm
L01CE04,belotecan,belotekan,llm
